Location,Date,Average temperature,Lowest temperature,Highest temperature,Precipitation,Wind speed,Dew point,Relative humidity,Vapor pressure,Spot atmospheric pressure,Sea-level pressure,Duration of bright sunshine,Solar radiation quantity,Maximum depth of snow cover,Maximum depth of new snowfall,Amount of cumulus,Amount of middle and lower cloud,Average temperature of ground,Total large evaporation,Toal low evaporation
159,2017-05-04,19,14.9,22.5,0.1,2.2,14.3,75.3,16.4,1009.1,1017.3,10.8,24.37,,,5,2.5,25.5,3.5,5
159,2017-05-05,19.1,17,23.6,6.6,2.7,16.5,86,18.9,1006,1014.1,2.5,12.36,,,9.4,7.1,21.7,2.6,3.7
159,2017-05-06,19.9,17.1,25,,3.5,4.8,43.3,9.6,1006.1,1014.2,10.5,22.47,,,5.1,1.1,22.3,6.6,9.4
159,2017-05-07,19.9,13.9,26.6,,5,4.9,38.4,9,1004.9,1013,12.3,25.96,,,1.1,0,23.3,7.7,11
159,2017-05-08,19.9,17,25.8,,3.5,6.7,45.9,10.5,1005.2,1013.3,7.7,18.26,,,7.5,4.9,22.5,4.3,6.1
159,2017-05-09,15.3,13.8,20.3,20.6,2.8,11.9,82.9,14.1,1003.5,1011.7,0,2.4,,,10,7.1,16.5,0.6,0.9
159,2017-05-10,17.5,14.4,22.2,0.1,3.7,13.2,77.3,15.2,1001.7,1009.8,7.2,15.56,,,5.1,4,19.6,3.2,4.6
159,2017-05-11,18.3,15.5,23.9,,4.6,14.3,78.8,16.4,1004.4,1012.5,9.2,20.73,,,7.5,2.6,22.2,3.2,4.5
159,2017-05-12,16.9,15.7,18.4,11.8,2.8,15.3,90.4,17.4,1002.6,1010.7,0,2.57,,,10,7.9,17.8,1,1.4
159,2017-05-13,18.1,14.3,20.9,,4,13.3,74.9,15.3,998.6,1006.7,12.1,23.21,,,2.8,0,21.7,4.5,6.4
159,2017-05-14,19,14.2,23.2,,3.9,4.9,40.8,9,1001,1009.1,12.7,27.07,,,3,0,23,6.2,8.9
159,2017-05-15,17.7,13.5,21,,3.7,4.9,42.9,8.8,1003.4,1011.6,10.5,20.66,,,6.8,0,20.7,4.9,7.1
159,2017-05-16,17.7,14.5,21.4,,2.8,9.5,59.8,12,1002.1,1010.3,11.6,23.6,,,5.6,2.9,23.1,4,5.8
159,2017-05-17,17.7,15.2,21.6,0,1.9,12.7,73.4,14.8,1003.3,1011.4,10.1,21.39,,,3.8,3.8,23.6,3.6,5.1
159,2017-05-18,19.2,14.7,25.9,,2.7,12.7,66.9,14.7,1007,1015.1,12.6,26.21,,,0,0,24.6,5,7.1
159,2017-05-19,22.4,16.5,27.9,,3.7,9.5,45.6,12,1007.1,1015.1,12.7,27.06,,,0,0,26.5,7.3,10.5
159,2017-05-20,21.9,18.1,26.3,,4.1,8.7,44.9,11.4,1006.7,1014.7,11.5,24.86,,,5.1,0,26.2,5.7,8.2
159,2017-05-21,21,17,25.8,,3.6,11.8,56.5,13.9,1006.7,1014.7,10.2,23.59,,,6.1,0.3,25.8,5.4,7.7
159,2017-05-22,20.4,16,25.8,,2.4,13.5,66.1,15.6,1006.4,1014.5,12.7,26.91,,,1.5,0.1,26.9,4.4,6.2
159,2017-05-23,19.4,15.1,24.1,,2.9,14.5,74.8,16.6,1003.2,1011.2,8,18.9,,,7.9,3.4,25.2,3.7,5.2
159,2017-05-24,19.4,17.7,23.1,,2.5,15.7,79.6,17.8,1000.4,1008.4,8.8,19.82,,,7.8,5.4,25.3,3.3,4.7
159,2017-05-25,21.2,16.3,28.2,,3.9,14.2,65.4,16.3,996.5,1004.4,12.7,26.74,,,1.5,0.3,27,5.3,7.6
159,2017-05-26,17.1,13.2,21.1,,3.2,9.1,61.5,11.6,999.5,1007.6,12.6,25.38,,,0.9,0.9,24.2,4.7,6.7
159,2017-05-27,17.8,13.5,22.7,,3.4,11.2,66.5,13.3,1004.3,1012.5,12.9,27.63,,,0,0,24.7,4.9,7.1
159,2017-05-28,19.7,15.7,24.1,,4,10.1,55,12.5,1005,1013.1,12.7,25.13,,,0.9,0.3,25.7,6,8.6
159,2017-05-29,21,17.8,26.1,,3.8,13.2,62.8,15.3,1003.3,1011.3,12.6,26.09,,,2.9,0.4,28,4.8,6.9
159,2017-05-30,21.7,17.6,25.9,,2.6,14.8,66,16.9,1001.2,1009.2,10.3,21.84,,,6.6,0,27.8,3.8,5.5
159,2017-05-31,20.4,17.3,25.4,,3.9,16.2,77.5,18.5,995.7,1003.7,7,17.06,,,7.9,2.6,25.8,3.5,5
159,2017-06-01,21.3,18.3,24.8,,3.4,17.3,78.5,19.8,991,998.9,11.6,23.7,,,3.9,2.5,28.6,4.1,5.9
159,2017-06-02,18.2,15.4,22.5,,2.9,12.6,70.8,14.7,996.6,1004.7,12.7,26.81,,,1.1,0.9,26.3,4.3,6.2
159,2017-06-03,19.7,16.2,25.4,0,2.9,11.4,59.6,13.6,999.3,1007.4,11.3,26.41,,,4.6,2.4,27.6,4.9,7
159,2017-06-04,20,15.8,25.2,,2.3,9,50.1,11.7,1003.1,1011.2,12.9,26.71,,,1.4,0.1,27.1,5.4,7.8
159,2017-06-05,19.7,17,23.5,,2.8,10,54.6,12.6,1008.1,1016.2,11.8,26.26,,,5.1,0.6,25.6,4.6,6.6
159,2017-06-06,18.7,16.8,21.7,0.5,2.5,13.3,71.9,15.4,1007.4,1015.5,0.2,9.39,,,9.6,3.6,22.2,1.8,2.5
159,2017-06-07,19.2,17.4,22.9,18.3,4.3,16.5,85,18.8,998,1006,2.1,9.85,,,8.8,5,21.2,2.6,3.7
159,2017-06-08,20.4,16.5,27.1,,3.2,13,64.1,15.1,1000.7,1008.7,13,28.12,,,2.3,0,25.4,5.5,7.8
159,2017-06-09,22.5,18.1,27.3,,4.3,13.3,57.3,15.4,999.7,1007.7,12.7,26.57,,,1.8,0,28,6.2,8.8
159,2017-06-10,21.1,19.3,24.2,,4,11.9,57.4,14.5,999.4,1007.3,8.1,20.89,,,8.1,2.3,26.8,4.4,6.3
159,2017-06-11,20.4,17.8,24.3,0,3.1,10.3,52.9,12.6,1001.1,1009.1,11.5,25.33,,,6.5,2.5,29.8,5.2,7.5
159,2017-06-12,18.8,16.5,22.4,,3.4,11.4,63.3,13.5,1007.4,1015.5,9,20.08,,,7.8,2.8,25.3,4.1,5.8
159,2017-06-13,18.7,15.9,21.2,0,2.5,12.9,69.5,14.9,1006.9,1015,10,23.87,,,6.6,4.3,24.1,4,5.7
159,2017-06-14,20.9,16.9,24.1,,3.7,13.7,64.6,15.8,1002,1010,12.9,27,,,1.1,1.1,26.6,5.4,7.7
159,2017-06-15,23.2,19.2,30.4,,3,13.3,56.5,15.4,999.1,1007.1,12.3,26.35,,,0,0,27.6,5.7,8.1
159,2017-06-16,20.8,18.2,24.5,,3.1,14.7,69.1,16.8,1003.4,1011.4,12.9,27.07,,,1.5,0.5,27,4.8,6.9
159,2017-06-17,20.3,17.4,23.3,,2.9,15.3,73.6,17.4,1003.4,1011.5,12.5,25.22,,,0.3,0.3,26.4,4.1,5.9
159,2017-06-18,21.6,17.9,24.7,,2.5,15.9,71.1,18.1,1002.2,1010.2,12.5,25.98,,,0.5,0.5,27.7,4.5,6.5
159,2017-06-19,22.3,19,26,,3.8,16.8,72.5,19.2,1001.1,1009.1,12.7,25.19,,,4.4,0,28.2,4.8,6.8
159,2017-06-20,21.4,18.4,24.9,9.4,2.5,17.7,80.5,20.4,998.1,1006.1,0,7.41,,,9.3,6.1,23.7,2,2.8
159,2017-06-21,22,18.6,26.5,,3.1,17.6,77.5,20.2,998.3,1006.3,9.4,23.92,,,6.4,1.4,25.8,4.1,5.9
159,2017-06-22,22.5,19.2,27.4,,2.9,18.6,79.5,21.4,1000.5,1008.5,12.2,24.46,,,3.9,0,27.8,4.6,6.5
159,2017-06-23,23.4,20.3,28.3,,2.4,17.1,68.4,19.6,999.1,1007.1,10.2,23.26,,,4.5,0,29.2,4.3,6.1
159,2017-06-24,23,20.4,26.5,0.1,1.8,18,74.5,20.8,995.5,1003.4,4.8,14.49,,,7.8,3.8,28.5,2.6,3.7
159,2017-06-25,23,21.4,25.3,,1.9,19.3,80.1,22.3,995.2,1003.1,4.4,15.08,,,8.8,5.8,28.9,2.5,3.5
159,2017-06-26,22.8,21.3,25.1,0,2.2,19.1,80,22.1,1000,1008,1.8,11.31,,,9.1,6.5,27,2.4,3.5
159,2017-06-27,22.8,20.7,25.8,,2.5,17.9,74.8,20.5,1003,1010.9,5.3,16.16,,,8.6,4.3,27.6,3.2,4.6
159,2017-06-28,23.6,20.6,27.8,,2.5,19.4,78,22.5,1004.6,1012.5,10.2,23.05,,,4.9,1.1,30.8,3.9,5.6
159,2017-06-29,21.9,20.7,23.9,21.1,1.8,19.3,85.6,22.4,1004.2,1012.2,0,6.51,,,9.5,5.5,24.7,1.5,2.1
159,2017-06-30,24.2,20.9,27.6,0.4,3.4,21.3,84.8,25.4,1001,1008.9,8.4,20.26,,,8.4,4.4,27.3,3.7,5.3
159,2017-07-01,25.3,23.1,28.4,,5.4,22.1,82.6,26.5,1000.8,1008.7,4.9,18.51,,,8.8,4.3,28.2,3.8,5.5
159,2017-07-02,24.8,23.2,26.6,2.3,5.4,23,90.4,28.2,1002.1,1010,3.1,10.54,,,8.8,6.5,26.6,2.2,3.1
159,2017-07-03,25.3,23.9,27.4,0,6,22.3,84.1,26.9,1000.8,1008.6,0.8,8.18,,,9.6,8,26,2,2.8
159,2017-07-04,24,21.9,27.9,122.6,3,22.6,92.5,27.4,998.8,1006.7,4.2,13.87,,,9,6.9,26,2.4,3.5
159,2017-07-05,23.6,21.2,26.4,18.1,1.7,21.1,86.6,25,1003.2,1011.1,4,17.56,,,7.8,5.9,26.3,3,4.3
159,2017-07-06,24.1,21.9,27,1.5,2.6,22.2,89.6,26.8,1003.4,1011.3,0.8,11.07,,,9.1,7,26.2,2.2,3.1
159,2017-07-07,24.8,22.2,26.5,1.5,4.8,23.1,90.9,28.3,1002.3,1010.2,0.3,8.99,,,9.5,7.8,26.5,1.8,2.5
159,2017-07-08,25.5,23.9,28.1,1.8,3.6,23.8,90.8,29.5,1000.8,1008.7,0.6,12.53,,,9.5,5.5,27.1,2.5,3.5
159,2017-07-09,25.6,23.9,28.8,0.3,3.9,23.7,89.6,29.3,1000,1007.8,9.9,22.27,,,8.6,5.1,29.2,3.5,4.9
159,2017-07-10,24.9,23.9,26.4,7,7.5,23.9,94.5,29.6,997.6,1005.5,0,4.85,,,10,6.8,25.7,1.5,2.2
159,2017-07-11,24.6,22.7,27,1.5,4.8,21.9,85.4,26.3,1000.4,1008.3,1.9,13.08,,,9.1,6.3,26.3,2.6,3.8
159,2017-07-12,26.2,22.9,30.4,,3.1,21.6,77,25.9,1001.5,1009.4,11.8,26.87,,,0.4,0.4,29.6,5.2,7.4
159,2017-07-13,25.3,22.4,28.4,,3.7,21.4,79.6,25.6,999.9,1007.8,12,27.08,,,2.9,1.6,31,4.8,6.9
159,2017-07-14,26.6,23.3,29.6,,3.7,23.2,82.1,28.4,1001.1,1008.9,8.5,22.19,,,6.4,1.6,31.5,4,5.7
159,2017-07-15,26.9,24.8,30.1,,4.5,23.9,84.4,29.7,1003.4,1011.3,4.3,16.16,,,8.4,4.3,30.5,3.5,5
159,2017-07-16,27.6,24.9,30.9,,4.9,23.6,79.5,29.1,1004.7,1012.5,7.8,22.34,,,6.4,1.9,31.5,5,7.2
159,2017-07-17,27.2,24.4,30.8,0.5,4.8,23,78.9,28.2,1004.4,1012.3,7.2,18.2,,,9.4,4.1,32.2,4.1,5.8
159,2017-07-18,26.2,23.6,29.5,7.5,3.5,23.5,86,29,1001.4,1009.3,5.4,15.32,,,8,4.4,27.7,3.2,4.6
159,2017-07-19,27.5,25.3,31.2,,2.8,22.8,76.4,27.7,999,1006.8,10.8,23.28,,,2.9,2.6,30.3,4.5,6.4
159,2017-07-20,26.6,24,29.5,,2.8,23.6,84.1,29.1,999.8,1007.6,11.4,22.9,,,1.5,0.9,31.6,4,5.8
159,2017-07-21,28.3,24.2,30.8,,3.2,24.1,78.9,30,1001.2,1009,10.3,24.5,,,4.3,0.3,33.1,4.9,7
159,2017-07-22,27.9,24.4,32.7,,2.6,23.7,78.8,29.3,1002,1009.9,10.7,22.37,,,5.3,2.3,34.6,4.1,5.9
159,2017-07-23,26.9,24.4,30.8,,2.5,23.6,82.8,29.1,998.1,1005.9,7.1,17.45,,,8.6,4.5,32.2,3.4,4.9
159,2017-07-24,27.4,24.2,31.1,3.7,1.7,24.1,83.1,30.1,995.2,1003,6.9,18.33,,,8.3,5.6,34,3.4,4.9
159,2017-07-25,25.8,24,29.4,1.1,2.5,22.9,84.6,28,996,1003.8,0,6.99,,,9,4.8,27.7,2,2.9
159,2017-07-26,26.2,23,30.6,,3.1,18.5,63.8,21.4,1000.2,1008,11.8,25.7,,,2.9,1.5,31,5.9,8.5
159,2017-07-27,25.5,22,29.5,,2.8,19.3,69.5,22.4,1000.9,1008.7,12.7,26.38,,,0.1,0,32.2,5.1,7.3
159,2017-07-28,26.9,23,29.6,,2.2,20.2,68,23.8,1000.7,1008.5,12,23.8,,,4.1,1,33.5,4.5,6.5
159,2017-07-29,25.9,24.6,29.2,,2.6,21.5,77.3,25.7,1000.5,1008.4,2,14.54,,,9,6.1,31.1,3.1,4.4
159,2017-07-30,26.8,24.2,30.1,,2.2,22,75.5,26.4,1000.2,1008,8.7,21.33,,,5,2.8,33.1,4.3,6.1
159,2017-07-31,27.4,25.1,30.6,2.7,2.1,23.5,80.4,29,1001.4,1009.3,4.8,16.54,,,7.5,3.9,33,3.4,4.9
159,2017-08-01,27.4,24.8,31.5,,2.3,23.4,79.6,28.8,1002.3,1010.2,8.3,21.36,,,7.4,5,32.6,4,5.7
159,2017-08-02,26.7,24.3,30.8,,2.6,21.5,73.8,25.7,1000.4,1008.2,7.2,17.59,,,6.3,4.8,32.3,4.2,6
159,2017-08-03,27.9,23.9,31.8,,3.3,22.2,72,26.8,998.2,1006,12.5,26.39,,,4.5,3,34.9,5.4,7.8
159,2017-08-04,29.8,25.9,34,,2.7,23.2,68.5,28.4,997.6,1005.4,12.6,26.23,,,0.8,0,36.8,5.8,8.3
159,2017-08-05,30.7,27.3,35.3,,2.7,23.4,66.5,28.9,995.4,1003.1,12.6,26.07,,,2.9,1.3,37.6,6.1,8.7
159,2017-08-06,31.7,27.6,36.2,,2.8,22.3,59.1,27,991.8,999.5,12.6,26.41,,,0.4,0,38.4,6.7,9.5
159,2017-08-07,29.8,27.3,35,0,2.5,23.5,70.1,29.1,990.6,998.3,10.1,19.65,,,2.4,1.9,36.8,4.3,6.2
159,2017-08-08,29.8,26.3,34.2,0,3.1,22.1,64.5,26.6,991.7,999.4,7.1,18.49,,,5.6,4.6,34.8,4.6,6.6
159,2017-08-09,27.3,25.8,29.1,14.6,1.9,24.2,84.3,30.3,989.5,997.2,1.2,7.34,,,9.9,6.8,29.4,1.5,2.2
159,2017-08-10,28.3,25.9,33.1,,2,23.8,77.8,29.6,991.5,999.3,5.9,15.31,,,8,5.8,30,3.7,5.3
159,2017-08-11,26.9,24.7,30.7,0,2.8,21.2,71.8,25.3,998.1,1005.9,8.5,16.66,,,5.4,5.4,29.9,3.8,5.4
159,2017-08-12,26.1,23.2,30.7,,2.8,19.6,68,22.8,1002.6,1010.4,7.1,13.55,,,5.1,3.6,29.2,3.3,4.8
159,2017-08-13,25.3,22.9,29.3,0,3,19.8,72.1,23.1,1002.5,1010.4,2.5,12.15,,,8.6,5.4,28.1,2.8,4
159,2017-08-14,23.6,21.9,24.7,28.3,3.2,21.9,90.4,26.2,998.2,1006.2,0,3.05,,,10,7.5,24.9,0.9,1.2
159,2017-08-15,25,21.9,27.7,6.1,2.4,22.4,86.4,27.1,996.2,1004.1,0.5,7.81,,,9.6,7.6,25.4,1.7,2.4
159,2017-08-16,25.9,24.6,27.8,4.7,1.7,23.5,87.4,29.1,997.2,1005,0.5,5.87,,,9.5,7.4,26.6,1.5,2.2
159,2017-08-17,25.9,23.7,28.7,,2.2,22.2,80.1,26.7,1000.1,1008,6,14.43,,,7.9,4.5,27.7,2.7,3.9
159,2017-08-18,25.9,24.1,29.2,0,2,22.2,80.6,26.9,1003.3,1011.2,2.7,11.12,,,7.9,6.6,26.3,2.4,3.5
159,2017-08-19,26.2,24.1,28.9,,2.5,22.5,80.4,27.2,1004.5,1012.4,6,14.86,,,6.9,5.3,28.1,2.9,4.1
159,2017-08-20,26.7,24.5,29.1,0.7,2.4,23.5,83.1,28.9,1002.7,1010.6,4.9,11.97,,,8.5,7.1,28.1,2.5,3.6
159,2017-08-21,27.5,26.2,29.5,0.2,4.5,24.1,82.1,30,1001.7,1009.5,2.9,10.49,,,9,5.6,28.7,2.9,4.1
159,2017-08-22,26.7,25.5,29.2,27.2,4.5,24.3,87.1,30.5,1005.1,1013,4.4,10.3,,,7.9,5.8,27.9,2.2,3.2
159,2017-08-23,28.7,26.1,31.7,,5.1,25.4,82.6,32.5,1005.3,1013.2,10.7,20.02,,,6,5,30.5,4.4,6.3
159,2017-08-24,29.2,27.3,32.9,0.7,6.2,24.5,76.6,30.8,1000.4,1008.2,10.1,20.12,,,6.5,3,30.4,5.4,7.7
159,2017-08-25,27.1,25.3,29.7,0,3.2,22.8,77.9,27.8,999.8,1007.6,8,14.61,,,6.1,2.9,29.9,3.4,4.8
159,2017-08-26,26,23.3,30.1,,2.2,13,46,15.2,1004.6,1012.5,11.6,22.84,,,4.8,0.3,29.4,5.1,7.3
159,2017-08-27,25.2,21.8,29.4,,2,15.9,57.8,18.1,1007,1014.9,12.1,23.67,,,1.8,0.3,29.8,5.3,7.5
159,2017-08-28,26.1,21.7,29.5,,3.5,19.6,68.1,23,1003.8,1011.7,11.4,20.65,,,3.1,0.4,30.1,4.8,6.8
159,2017-08-29,25.8,22.6,28.9,,3.3,20.4,72.6,24.2,1003.3,1011.2,8.5,16.81,,,6.1,4.4,30.4,3.4,4.8
159,2017-08-30,23.8,21.1,28.8,,2.5,16.2,63.4,18.7,1003.2,1011.1,7.1,15.23,,,7.5,4.1,28.3,4.2,6
159,2017-08-31,23.5,18.7,28.5,,3.1,13.3,53.4,15.4,1002.3,1010.2,11.6,20.51,,,4.3,0.5,28.3,4.8,6.9
159,2017-09-01,22.8,19.9,28.5,,3.5,13.8,57.9,15.9,1003.5,1011.5,8.9,18.56,,,3.8,1.6,27.8,4.9,7
159,2017-09-02,22.6,19,27.5,,3.2,13.9,58.8,16,1004.3,1012.2,8.4,15.77,,,5.4,1.4,26.3,3.9,5.6
159,2017-09-03,23.2,19.4,27.8,,3.1,15.4,62.5,17.5,1006.9,1014.9,11.1,20.94,,,5.5,2.3,28.5,4.4,6.2
159,2017-09-04,23.5,21.3,28,,2.9,17.1,67.8,19.5,1007,1015,4.3,11.25,,,8.5,2.1,26.4,3.1,4.4
159,2017-09-05,23.8,21.9,26.4,0.6,2.2,19.8,79,23.2,1003,1011,0.2,5.23,,,9,6.8,26.2,1.2,1.8
159,2017-09-06,22.8,21.6,25.6,33,1.3,21.6,93.3,25.8,999.3,1007.2,0,3.79,,,10,7.9,24.7,0.9,1.3
159,2017-09-07,21.1,18.7,24.5,11.8,2.2,18.5,85.8,21.2,998.7,1006.7,2.6,8.83,,,7.1,3.8,23.3,2.1,3
159,2017-09-08,24.1,20,28.9,,2.4,17.8,69.3,20.4,1002.7,1010.6,10.7,21.15,,,0.5,0,24.8,3.9,5.6
159,2017-09-09,24.6,20.8,29.7,,1.6,18.9,71.3,21.8,1004.7,1012.6,10.5,16.87,,,5.9,1,25.2,3.4,4.8
159,2017-09-10,24.6,21.5,28.2,,1.8,19.1,72.1,22.1,1005.8,1013.7,7.6,17.06,,,7.9,3.3,25.8,3.3,4.8
159,2017-09-11,22.9,21.3,25.7,264.1,3,21.5,92.1,25.7,997.6,1005.5,0.8,4.86,,,9.5,7.1,24.5,1.5,2.1
159,2017-09-12,23.9,20.9,28.6,,2.3,18.4,72.5,21.1,1004.5,1012.4,10.8,21.76,,,2.1,2.1,25.4,4.8,6.9
159,2017-09-13,23.2,19.6,27.8,,3.3,12.2,51.9,14.4,1009.5,1017.5,11.3,21.69,,,0.4,0,23.4,4.9,7
159,2017-09-14,22.9,19.3,27.3,,3.3,15.2,62.9,17.3,1010.4,1018.4,10.7,21.55,,,3.5,0.4,25.8,5.1,7.2
159,2017-09-15,22.2,21.2,24.3,,4.8,13.1,56.8,15.1,1009.5,1017.5,4.1,10.76,,,8.5,3.6,23,3.9,5.6
159,2017-09-16,22.3,21,24.4,0,4.6,16.7,71.1,19,1003.5,1011.5,0.3,4.73,,,9.9,6.3,22.9,1.9,2.7
159,2017-09-17,21.7,19.9,24.2,7.2,3.4,19.1,85.5,22.2,995.6,1003.6,1.6,5.12,,,7.5,6.1,22.5,1.5,2.2
159,2017-09-18,22.8,18.3,26.8,,3.1,17.9,74.9,20.5,1000.4,1008.3,11.3,20.52,,,1,0.6,24,4.3,6.1
159,2017-09-19,23.3,19.2,26.7,,4.3,17.5,70.4,20,1002.7,1010.6,7.9,13.29,,,6.5,1.6,23.6,3.7,5.2
159,2017-09-20,22.7,19.3,26,,3.8,13.1,56.5,15.5,1003,1011,3.1,9.43,,,7,4,23,3.1,4.5
159,2017-09-21,21.5,18,25.6,,2.2,14.2,63.8,16.3,1006,1014,10.6,16.54,,,4,0.5,23.2,3.4,4.8
159,2017-09-22,22.2,19.2,26.6,,2.3,16.6,71.6,18.9,1004.7,1012.7,9.1,16,,,4.3,1,24.8,3.1,4.5
159,2017-09-23,22.1,19.3,26.5,,2,15.3,67.3,17.5,1007.4,1015.5,4.4,10.33,,,6.8,0.8,23.2,2.4,3.5
159,2017-09-24,22.7,18.5,27.6,,2,15.8,65.9,18,1007.5,1015.5,10.3,17.09,,,1.9,0,24.5,3.8,5.4
159,2017-09-25,23.9,20.8,28.1,,2.6,17.2,67.3,19.7,1006.4,1014.4,10.1,16.89,,,3.5,0,26.2,3.6,5.2
159,2017-09-26,23.2,20.6,27,,2.7,17.7,72.4,20.3,1004.7,1012.7,11,18.54,,,5.4,1.9,27,3.4,4.9
159,2017-09-27,20.4,19.1,22,18.3,2.7,18.2,87.6,21,996.9,1004.9,0,1.46,,,9.6,6.5,21.5,1,1.5
159,2017-09-28,21.2,18.2,25.3,,3.1,14.9,67.9,17.1,1001.3,1009.3,9.2,14.49,,,4.8,3.8,22,3.4,4.9
159,2017-09-29,18.4,14.5,23.3,,2.5,5.7,44.5,9.2,1009.1,1017.2,11.2,18.7,,,2.3,0.1,19.4,4.3,6.1
159,2017-09-30,20.2,15.2,25.6,,2.3,8.9,48.9,11.6,1014.1,1022.3,11.5,18.16,,,0.5,0,20.4,3.8,5.4
159,2017-10-01,20.4,16.7,23.2,5,2.4,13.6,66.3,16.1,1009.6,1017.7,0.5,3.5,,,8.8,4.3,19.4,1.4,2
159,2017-10-02,21.6,18.9,25.7,104.6,2.6,19.3,87.4,22.4,1001.3,1009.4,2.1,7.53,,,9.3,7.6,22.9,1.9,2.7
159,2017-10-03,21,18.8,25.3,0,2.8,15.8,73,18,1008.3,1016.4,8.7,13.4,,,6.1,4.8,23.7,2.7,3.9
159,2017-10-04,19.2,17.4,23.5,0,3.2,12.8,67.8,14.9,1014.1,1022.3,6.6,11.68,,,8.1,4.9,20.9,2.9,4.1
159,2017-10-05,18.6,16.8,22.4,1.5,3.3,12.3,67.9,14.4,1014.7,1022.8,2.6,7.6,,,9.6,6.4,18.2,2.1,3
159,2017-10-06,18.5,16.4,21.4,9,2.1,17.3,92.8,19.8,1009.2,1017.4,1.4,4.48,,,9.6,6.8,20.2,1,1.5
159,2017-10-07,21.2,18.3,25.4,,1.8,17.8,81.5,20.4,1011,1019.1,3.9,9.79,,,5.4,4.9,22.5,2,2.8
159,2017-10-08,22,18.2,26.4,,2,17.9,78,20.5,1014.3,1022.4,10.2,17.03,,,1.5,1.3,22.6,3,4.3
159,2017-10-09,22.5,19.2,26.9,,2.2,18.3,77.6,21,1013.3,1021.3,10.7,16.56,,,0.5,0.5,23.3,3.3,4.7
159,2017-10-10,23.4,20.1,28.7,,2.3,19,76.8,22,1010.5,1018.5,10.2,16.01,,,2.8,1.9,24.2,2.9,4.1
159,2017-10-11,22.6,20.3,26.2,0,2.5,19,80.8,22,1008.1,1016.2,3.4,8.21,,,8.1,6,24.3,2,2.9
159,2017-10-12,16.7,13.6,20.3,6.7,2.6,13.9,84.5,15.9,1009.5,1017.7,0,0.6,,,10,5.8,18.4,0.7,1
159,2017-10-13,16.9,12.7,22,0.1,3.3,10,66.3,12.5,1010.9,1019.2,10.1,16.61,,,4.6,1.3,18.3,3.3,4.8
159,2017-10-14,17.2,13.8,22,,3.1,8.6,57.4,11.2,1014.9,1023.1,6.1,10.73,,,6.8,1.3,17.2,2.8,4
159,2017-10-15,16,13.7,17.3,10.2,3.6,11.8,77.5,13.9,1017.3,1025.6,0,2.29,,,9.9,7.3,16.1,1.4,2
159,2017-10-16,17.5,16.2,20.2,0,3.5,10.7,65.1,12.9,1016.1,1024.3,0.1,3.86,,,9,5.9,16.8,1.9,2.8
159,2017-10-17,17.9,15.9,21.8,,3.5,11.4,66.1,13.5,1014.9,1023.1,2.3,5.01,,,7.9,3.3,16.8,2.3,3.3
159,2017-10-18,17.4,16.4,18.7,0,4,10.1,62.4,12.4,1013.3,1021.5,0,2.63,,,9.4,5.3,16,2,2.8
159,2017-10-19,17.8,15.6,22.2,,3.5,10.8,64.5,13,1009.3,1017.5,5.9,9.46,,,8,4.6,17.9,2.5,3.6
159,2017-10-20,18.3,15.6,22.8,,3.5,11.5,65.4,13.6,1009.2,1017.3,9.3,11.22,,,2.4,2.4,18.9,2.8,4
159,2017-10-21,18.4,15.3,22.6,,3.9,11.2,63.6,13.3,1007,1015.2,10.1,11.92,,,4.4,2.8,17.6,3.3,4.6
159,2017-10-22,18.3,15.6,21.9,,5.7,9.8,58.3,12.1,999.6,1007.7,5.8,8.84,,,6,5.5,17.3,3.8,5.4
159,2017-10-23,15.3,13.3,20.1,,3.5,5.3,51.9,8.9,1008.4,1016.6,7.3,11.08,,,5.9,3.6,15.8,2.8,4.1
159,2017-10-24,14.2,11.6,19.9,1.2,2,8.2,68.5,10.9,1015.2,1023.6,4.7,7.17,,,6.3,4.8,15,1.7,2.4
159,2017-10-25,15,11,20.8,,2,6.2,57.8,9.5,1015.7,1024.1,10.3,13.9,,,0.1,0,14.3,2.6,3.7
159,2017-10-26,16.1,11.3,21,,1.4,10.2,69.3,12.5,1012.7,1021,8.4,12.08,,,3.8,2.1,15.5,2.1,3
159,2017-10-27,17.8,13.4,22.7,,1.9,12.1,70.4,14.1,1010.9,1019,9.3,11.14,,,4.9,3.4,17.4,2.3,3.3
159,2017-10-28,18.1,15.8,20.7,,3.1,13.2,73.3,15.2,1010.1,1018.2,0.7,3.39,,,8.8,5.5,17.5,1.7,2.4
159,2017-10-29,17.4,10.4,23.7,,3.7,6.8,51.6,10.4,1004.4,1012.6,8.7,12.12,,,2.6,0.5,17.6,4,5.8
159,2017-10-30,11.3,7.3,17.2,,3.8,-3,37,5,1014.2,1022.7,10.1,14.32,,,0,0,12.4,3.5,5
159,2017-10-31,13.6,7.6,19.4,,2.5,-1.8,36.3,5.6,1015.6,1024,10.1,14.96,,,0.9,0,12.5,3.7,5.3
159,2017-11-01,14.8,10.1,21.6,,3,3,46.3,7.6,1012.6,1020.9,10,12.9,,,1.9,0,13.9,3.5,5.1
159,2017-11-02,16.4,12.2,21.5,,2.4,7.5,56.8,10.5,1009.4,1017.6,8.6,10.74,,,6.1,1.9,15.6,2.6,3.8
159,2017-11-03,17.1,12.5,23.2,,3.1,8.3,56.9,11.1,1009.5,1017.7,9.3,10.6,,,0.9,0.1,16.4,3,4.3
